uid,address,territory,is_city,route_km,base_price,external_status,external_km,external_surcharge,reference_price,old_k4_zone_id,proposed_zone
n2323343683,"Парканы, улица Ленина, 105",Парканы,False,4.321,19.284,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343684,"Парканы, улица Ленина, 113",Парканы,False,4.475,19.9,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343685,"Парканы, Коммунистическая улица, 1",Парканы,False,4.545,20.18,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343687,"Парканы, Коммунистическая улица, 4",Парканы,False,4.55,20.2,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343688,"Парканы, улица Калинина, 1",Парканы,False,4.689,20.756,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343689,"Парканы, улица Ленина, 117",Парканы,False,4.681,20.724,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343690,"Парканы, улица Калинина, 2",Парканы,False,4.766,21.064,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343691,"Парканы, улица Калинина, 27",Парканы,False,4.917,21.668,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343692,"Парканы, улица Калинина, 20",Парканы,False,4.91,21.64,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343693,"Парканы, Коммунистическая улица, 26",Парканы,False,4.752,21.008,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343694,"Парканы, Красный переулок, 2",Парканы,False,4.843,21.372,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343695,"Парканы, улица Гагарина, 14",Парканы,False,5.118,22.472,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343700,"Парканы, улица Ленина, 131",Парканы,False,4.793,21.172,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343701,"Парканы, улица Гагарина, 2",Парканы,False,5.155,22.62,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343702,"Парканы, улица Гагарина, 40",Парканы,False,5.451,23.804,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343703,"Парканы, улица Гагарина, 1",Парканы,False,5.168,22.672,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343704,"Парканы, улица Гагарина, 43",Парканы,False,5.431,23.724,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343707,"Парканы, Красный переулок, 28",Парканы,False,4.833,21.332,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343708,"Парканы, Красный переулок, 1",Парканы,False,4.871,21.484,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343709,"Парканы, Красный переулок, 15",Парканы,False,5.097,22.388,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343710,"Парканы, улица Ленина, 133",Парканы,False,5.078,22.312,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343711,"Парканы, улица Ленина, 1",Парканы,False,3.167,14.668,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323343713,"Парканы, улица Ленина, 53",Парканы,False,3.576,16.304,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323343723,"Парканы, улица Ленина, 116",Парканы,False,4.284,19.136,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343724,"Парканы, улица Ленина, 118",Парканы,False,4.305,19.22,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323343727,"Парканы, улица Ленина, 160",Парканы,False,4.752,21.008,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323352001,"Парканы, улица Шевченко, 6",Парканы,False,3.345,15.38,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323352002,"Парканы, улица Благоева, 12",Парканы,False,3.496,15.984,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323352005,"Парканы, улица Карла Маркса, 5",Парканы,False,4.443,19.772,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323352006,"Парканы, улица Карла Маркса, 11",Парканы,False,4.333,19.332,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323352009,"Парканы, улица Гоголя, 2",Парканы,False,3.841,17.364,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323352013,"Парканы, улица Сергея Лазо, 2",Парканы,False,3.986,17.944,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323352014,"Парканы, улица Гоголя, 15",Парканы,False,4.036,18.144,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323352015,"Парканы, улица Энгельса, 1",Парканы,False,4.146,18.584,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323352016,"Парканы, улица Энгельса, 2",Парканы,False,4.15,18.6,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323352017,"Парканы, улица Гоголя, 17",Парканы,False,4.18,18.72,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323352018,"Парканы, улица Гоголя, 19",Парканы,False,4.219,18.876,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323352019,"Парканы, улица Карла Маркса, 9",Парканы,False,4.322,19.288,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323366443,"Бендеры, улица Кавриаго, 1",Бендеры,True,1.409,14.0,n/a (city),0.0,0.0,14.0,1,1
n2323407123,"Парканы, улица Благоева, 1",Парканы,False,3.791,17.164,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323407145,"Парканы, улица Благоева, 14",Парканы,False,3.776,17.104,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323407148,"Парканы, улица Благоева, 72",Парканы,False,4.808,21.232,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407151,"Парканы, улица Благоева, 49",Парканы,False,4.191,18.764,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407154,"Парканы, улица Димитрова, 44",Парканы,False,4.007,18.028,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323407157,"Парканы, улица Чехова, 2",Парканы,False,4.032,18.128,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323407160,"Парканы, улица Чехова, 8",Парканы,False,4.135,18.54,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407164,"Парканы, улица Чехова, 10",Парканы,False,4.727,20.908,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407172,"Парканы, улица Чехова, 61",Парканы,False,4.584,20.336,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407177,"Парканы, улица Чехова, 70",Парканы,False,4.592,20.368,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407189,"Парканы, улица Чехова, 75",Парканы,False,4.908,21.632,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407192,"Парканы, улица Энгельса, 88",Парканы,False,4.942,21.768,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407206,"Парканы, улица Карла Маркса, 18",Парканы,False,4.487,19.948,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407211,"Парканы, улица Карла Маркса, 30",Парканы,False,4.322,19.288,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407215,"Парканы, улица Карла Маркса, 32",Парканы,False,4.309,19.236,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407230,"Парканы, улица Чехова, 97",Парканы,False,5.125,22.5,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407234,"Парканы, улица Карла Маркса, 136",Парканы,False,5.292,23.168,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407237,"Парканы, улица Карла Маркса, 119",Парканы,False,5.616,24.464,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323407240,"Парканы, улица Карла Маркса, 166",Парканы,False,5.613,24.452,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323407244,"Парканы, улица Карла Маркса, 125",Парканы,False,5.638,24.552,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323407247,"Парканы, улица Карла Маркса, 172",Парканы,False,5.631,24.524,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323407249,"Парканы, улица Карла Маркса, 165",Парканы,False,5.965,25.86,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323407252,"Парканы, улица Карла Маркса, 171",Парканы,False,6.065,26.26,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323407255,"Парканы, улица Карла Маркса, 233",Парканы,False,6.557,28.228,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323407258,"Парканы, улица Карла Маркса, 290",Парканы,False,6.515,28.06,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323407261,"Парканы, улица Карла Маркса, 296",Парканы,False,6.554,28.216,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323407267,"Парканы, улица Карла Маркса, 348",Парканы,False,7.111,30.444,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323407271,"Парканы, улица Карла Маркса, 241",Парканы,False,7.112,30.448,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323407278,"Парканы, улица Шевченко, 1а",Парканы,False,3.286,15.144,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323407281,"Парканы, улица Димитрова, 41",Парканы,False,3.93,17.72,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323407284,"Парканы, Садовая улица, 2",Парканы,False,3.394,15.576,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323407286,"Парканы, Садовая улица, 1",Парканы,False,3.391,15.564,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2323407288,"Парканы, Садовая улица, 54",Парканы,False,4.074,18.296,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407289,"Парканы, улица Чехова, 15",Парканы,False,4.122,18.488,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407290,"Парканы, улица Петра Николаева, 1",Парканы,False,4.17,18.68,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407291,"Парканы, улица Петра Николаева, 2",Парканы,False,4.167,18.668,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407292,"Парканы, улица Чехова, 17",Парканы,False,4.808,21.232,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407293,"Парканы, улица Чехова, 33",Парканы,False,4.645,20.58,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407294,"Парканы, улица Чехова, 63",Парканы,False,4.647,20.588,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407295,"Парканы, улица Чехова, 72",Парканы,False,4.627,20.508,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407298,"Парканы, улица Мичурина, 2",Парканы,False,4.801,21.204,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407299,"Парканы, улица Чехова, 35",Парканы,False,4.862,21.448,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407300,"Парканы, улица Чехова, 39",Парканы,False,4.988,21.952,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323407301,"Парканы, улица Романенко, 1",Парканы,False,5.058,22.232,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323452875,"Бендеры, улица Асаке, 49",Бендеры,True,3.567,16.268,n/a (city),0.0,0.0,16.268,2,1
n2323574994,"Бендеры, переулок Павлова, 6",Бендеры,True,2.858,14.0,n/a (city),0.0,0.0,14.0,2,1
n2323574999,"Бендеры, переулок Павлова, 9",Бендеры,True,2.883,14.0,n/a (city),0.0,0.0,14.0,2,1
n2323588975,"Парканы, улица Романенко, 2",Парканы,False,5.051,22.204,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323588981,"Парканы, улица Русакова, 23",Парканы,False,5.489,23.956,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323588984,"Парканы, улица Русакова, 1",Парканы,False,5.716,24.864,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323588987,"Парканы, улица Русакова, 2",Парканы,False,5.729,24.916,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323588990,"Парканы, улица Русакова, 55",Парканы,False,5.794,25.176,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323588993,"Парканы, улица Русакова, 57",Парканы,False,5.858,25.432,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323588999,"Парканы, улица Русакова, 79",Парканы,False,6.335,27.34,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
n2323589005,"Парканы, Садовая улица, 88",Парканы,False,5.313,23.252,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2323589008,"Парканы, Садовая улица, 125",Парканы,False,5.302,23.208,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
